Index,Fixture,Date,Promotion,Match type,Event,WON rating
2270,Brian Kendrick & Paul London vs. Dave Taylor & William Regal vs. Jeff Hardy & Matt Hardy vs. Joey Mercury & Johnny Nitro,12/17/2006,World Wrestling Entertainment,Fatal Four Way Ladder Tag Team,WWE Armageddon 2006 ,****1/4
2271,Edge vs. John Cena,12/18/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #708 ,***1/4
2272,Carlito vs. Charlie Haas vs. Chris Masters vs. Edge vs. Eugene vs. Jeff Hardy vs. Jerry Lawler vs. Jim Duggan vs. Johnny vs. Johnny Nitro vs. JTG vs. Kenny vs. Lance Cade vs. Randy Orton vs. Ric Flair vs. Robbie McAllister vs. Rob Conway vs. Ron Simmons vs. Rory McAllister vs. Sgt. Slaughter vs. Shad vs. Shawn Michaels vs. Shelton Benjamin vs. Snitsky vs. Super Crazy vs. The Brooklyn Brawler vs. Trevor Murdoch vs. Triple H vs. Val Venis vs. Viscera,12/18/2006,World Wrestling Entertainment,Battle Royal,WWE Monday Night RAW #708 ,
2273,Finlay & King Booker vs. Kane & The Undertaker,12/19/2006,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #384 ,
2274,Rob Van Dam vs. Sabu vs. Test,12/19/2006,World Wrestling Entertainment,Triple Threat,ECW on Sci Fi #28 ,
2275,Brian Kendrick vs. Paul London,01/02/2007,World Wrestling Entertainment,SmackDown! Sprint,WWE Friday Night SmackDown #385 ,
2276,Edge & Randy Orton vs. Shawn Michaels & Triple H,01/07/2007,World Wrestling Entertainment,No Disqualification Tag Team,WWE New Year's Revolution 2007 ,***3/4
2277,Jeff Hardy vs. Johnny Nitro,01/07/2007,World Wrestling Entertainment,Steel Cage,WWE New Year's Revolution 2007 ,***1/4
2278,Charlie Haas & Shelton Benjamin vs. Jim Duggan & Super Crazy vs. JTG & Shad vs. Lance Cade & Trevor Murdoch vs. Robbie McAllister & Rory McAllister,01/07/2007,World Wrestling Entertainment,Tag Team Turmoil,WWE New Year's Revolution 2007 ,
2279,Carlito vs. Chris Masters,01/07/2007,World Wrestling Entertainment,Singles,WWE New Year's Revolution 2007 ,
2280,Mickie James vs. Victoria,01/07/2007,World Wrestling Entertainment,Singles,WWE New Year's Revolution 2007 ,
2281,Kenny Dykstra vs. Ric Flair,01/07/2007,World Wrestling Entertainment,Singles,WWE New Year's Revolution 2007 ,
2282,John Cena vs. Umaga,01/07/2007,World Wrestling Entertainment,Singles,WWE New Year's Revolution 2007 ,
2283,Chris Benoit vs. Mr. Kennedy,01/09/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #386 ,***1/4
2284,Bobby Lashley vs. Rob Van Dam vs. Test,01/16/2007,World Wrestling Entertainment,Triple Threat No Disqualification,ECW on Sci Fi #32 ,
2285,Chavo Guerrero vs. Chris Benoit,01/19/2007,World Wrestling Entertainment,No Disqualification,WWE Friday Night SmackDown #387 ,***1/4
2286,Edge vs. Shawn Michaels,01/22/2007,World Wrestling Entertainment,Street Fight,WWE Monday Night RAW #713 ,****
2287,Chris Benoit vs. The Miz,01/23/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #388 ,
2288,Carlito vs. Chavo Guerrero vs. Chris Benoit vs. Chris Masters vs. CM Punk vs. Edge vs. Finlay vs. Gregory Helms vs. Hardcore Holly vs. Jeff Hardy vs. Johnny Nitro vs. Kane vs. Kenny Dykstra vs. Kevin Thorn vs. King Booker vs. Matt Hardy vs. Montel Vontavious Porter vs. Randy Orton vs. Ric Flair vs. Rob Van Dam vs. Sabu vs. Shawn Michaels vs. Shelton Benjamin vs. Super Crazy vs. The Great Khali vs. The Miz vs. The Sandman vs. The Undertaker vs. Tommy Dreamer vs. Viscera,01/28/2007,World Wrestling Entertainment,Royal Rumble,WWE Royal Rumble 2007 ,****
2289,John Cena vs. Umaga,01/28/2007,World Wrestling Entertainment,Last Man Standing,WWE Royal Rumble 2007 ,****
2290,Jeff Hardy & Matt Hardy vs. Joey Mercury & Johnny Nitro,01/28/2007,World Wrestling Entertainment,Tag Team,WWE Royal Rumble 2007 ,***1/4
2291,Bobby Lashley vs. Test,01/28/2007,World Wrestling Entertainment,Singles,WWE Royal Rumble 2007 ,
2292,Batista vs. Mr. Kennedy,01/28/2007,World Wrestling Entertainment,Singles,WWE Royal Rumble 2007 ,
2293,Brian Kendrick & Paul London vs. Deuce & Domino,01/30/2007,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #389 ,
2294,Chris Benoit vs. Finlay,01/30/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #389 ,
2295,Edge vs. Randy Orton vs. Shawn Michaels,02/05/2007,World Wrestling Entertainment,Triple Threat,WWE Monday Night RAW #715 ,
2296,Bobby Lashley vs. Kenny Dykstra,02/05/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #715 ,
2297,"Batista, John Cena, Shawn Michaels & The Undertaker vs. Edge, Montel Vontavious Porter, Mr. Kennedy & Randy Orton",02/12/2007,World Wrestling Entertainment,Eight Man Tag Team,WWE Monday Night RAW #716 ,
2298,Bobby Lashley vs. Hardcore Holly,02/13/2007,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #36 ,
2299,Batista & The Undertaker vs. Edge & Randy Orton,02/16/2007,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #391 ,***1/4
2300,John Cena & Shawn Michaels vs. Montel Vontavious Porter & Mr. Kennedy,02/16/2007,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #391 ,***1/2
2301,Batista & The Undertaker vs. John Cena & Shawn Michaels,02/18/2007,World Wrestling Entertainment,Tag Team,WWE No Way Out 2007 ,***1/2
2302,Finlay & Little Bastard vs. Little Boogeyman & The Boogeyman,02/18/2007,World Wrestling Entertainment,Tag Team,WWE No Way Out 2007 ,
2303,Brian Kendrick & Paul London vs. Deuce & Domino,02/18/2007,World Wrestling Entertainment,Tag Team,WWE No Way Out 2007 ,
2304,Chavo Guerrero vs. Daivari vs. Funaki vs. Gregory Helms vs. Jamie Noble vs. Jimmy Wang Yang vs. Scotty 2 Hotty vs. Shannon Moore,02/18/2007,World Wrestling Entertainment,Open Challenge,WWE No Way Out 2007 ,
2305,Kane vs. King Booker,02/18/2007,World Wrestling Entertainment,Singles,WWE No Way Out 2007 ,
2306,"Chris Benoit, Jeff Hardy & Matt Hardy vs. Joey Mercury, Johnny Nitro & Montel Vontavious Porter",02/18/2007,World Wrestling Entertainment,Six Man Tag Team,WWE No Way Out 2007 ,
2307,Bobby Lashley vs. Mr. Kennedy,02/18/2007,World Wrestling Entertainment,Singles,WWE No Way Out 2007 ,
2308,Edge vs. Rob Van Dam,02/19/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #717 ,***1/2
2309,John Cena vs. Randy Orton,02/19/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #717 ,
2310,Kane vs. King Booker,02/20/2007,World Wrestling Entertainment,Falls Count Anywhere,WWE Friday Night SmackDown #392 ,
2311,Edge & Randy Orton vs. John Cena & Shawn Michaels,02/26/2007,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #718 ,
2312,Mr. Kennedy vs. Sabu,02/27/2007,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #38 ,
2313,Chris Benoit vs. Finlay vs. Montel Vontavious Porter,03/02/2007,World Wrestling Entertainment,Triple Threat,WWE Friday Night SmackDown #393 ,***1/4
2314,Melina vs. Mickie James,03/05/2007,World Wrestling Entertainment,Falls Count Anywhere,WWE Monday Night RAW #719 ,
2315,Batista vs. Kane,03/06/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #394 ,
2316,Finlay vs. The Undertaker,03/06/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #394 ,
2317,Bobby Lashley vs. Randy Orton,03/13/2007,World Wrestling Entertainment,Singles,ECW on Sci Fi #40 ,
2318,Elijah Burke vs. Kevin Thorn vs. Marcus Cor Von vs. Matt Striker vs. Rob Van Dam vs. Sabu vs. The Sandman vs. Tommy Dreamer,03/13/2007,World Wrestling Entertainment,Extreme Battle Royal,ECW on Sci Fi #40 ,
2319,Chris Benoit vs. John Cena,03/19/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #721 ,
2320,Kevin Thorn & Marcus Cor Von vs. Rob Van Dam & Sabu,03/20/2007,World Wrestling Entertainment,Tag Team,ECW on Sci Fi #41 ,
2321,Batista & The Undertaker vs. John Cena & Shawn Michaels,03/26/2007,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #722 ,
2322,John Cena vs. Shawn Michaels,04/01/2007,World Wrestling Entertainment,Singles,"WWE WrestleMania 23 - ""All Grown Up"" ",****
2323,Batista vs. The Undertaker,04/01/2007,World Wrestling Entertainment,Singles,"WWE WrestleMania 23 - ""All Grown Up"" ",****
2324,Chris Benoit vs. Montel Vontavious Porter,04/01/2007,World Wrestling Entertainment,Singles,"WWE WrestleMania 23 - ""All Grown Up"" ",***1/4
2325,CM Punk vs. Edge vs. Finlay vs. Jeff Hardy vs. King Booker vs. Matt Hardy vs. Mr. Kennedy vs. Randy Orton,04/01/2007,World Wrestling Entertainment,Money In The Bank Ladder,"WWE WrestleMania 23 - ""All Grown Up"" ",****1/4
2326,"Elijah Burke, Kevin Thorn, Marcus Cor Von & Matt Striker vs. Rob Van Dam, Sabu, The Sandman & Tommy Dreamer",04/01/2007,World Wrestling Entertainment,Eight Man Tag Team,"WWE WrestleMania 23 - ""All Grown Up"" ",
2327,Bobby Lashley vs. Umaga,04/01/2007,World Wrestling Entertainment,Hair Vs. Hair,"WWE WrestleMania 23 - ""All Grown Up"" ",
2328,Kane vs. The Great Khali,04/01/2007,World Wrestling Entertainment,Singles,"WWE WrestleMania 23 - ""All Grown Up"" ",
2329,Brian Kendrick & Paul London vs. Chavo Guerrero & Gregory Helms vs. Dave Taylor & William Regal vs. Jeff Hardy & Matt Hardy vs. John Cena & Shawn Michaels vs. Johnny Nitro & The Miz vs. Kevin Thorn & Marcus Cor Von vs. Lance Cade & Trevor Murdoch vs. The Sandman & Tommy Dreamer vs. Val Venis & Viscera,04/02/2007,World Wrestling Entertainment,Battle Royal,WWE Monday Night RAW #723 ,
2330,Armando Estrada & Umaga vs. Bobby Lashley,04/02/2007,World Wrestling Entertainment,Two On One Handicap,WWE Monday Night RAW #723 ,
2331,"Elijah Burke, Kevin Thorn, Marcus Cor Von & Matt Striker vs. Rob Van Dam, Sabu, The Sandman & Tommy Dreamer",04/03/2007,World Wrestling Entertainment,Extreme Rules Eight Man Tag Team,ECW on Sci Fi #43 ,***1/4
2332,Brian Kendrick & Paul London vs. Chavo Guerrero & Gregory Helms,04/06/2007,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #398 ,***1/4
2333,Randy Orton vs. Shawn Michaels,04/09/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #724 ,
2334,Chris Benoit vs. Montel Vontavious Porter,04/13/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #399 ,***1/4
2335,"Chavo Guerrero, Gregory Helms & Montel Vontavious Porter vs. Chris Benoit, Jeff Hardy & Matt Hardy",04/20/2007,World Wrestling Entertainment,Six Man Tag Team,WWE Friday Night SmackDown #400 ,***1/4
2336,John Cena vs. Shawn Michaels,04/23/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #726 ,****1/4
2337,"Robbie Brookside vs. Shane McMahon, Umaga & Vince McMahon",04/23/2007,World Wrestling Entertainment,Three On One Handicap No Disqualification,WWE Monday Night RAW #726 ,
2338,"Elijah Burke, Kevin Thorn, Marcus Cor Von & Matt Striker vs. Rob Van Dam, Sabu, The Sandman & Tommy Dreamer",04/24/2007,World Wrestling Entertainment,Elimination Eight Man Tag Team,ECW on Sci Fi #46 ,
2339,Edge vs. John Cena vs. Randy Orton vs. Shawn Michaels,04/29/2007,World Wrestling Entertainment,Fatal Four Way,WWE Backlash 2007 ,****1/2
2340,Batista vs. The Undertaker,04/29/2007,World Wrestling Entertainment,Last Man Standing,WWE Backlash 2007 ,****
2341,Jeff Hardy & Matt Hardy vs. Lance Cade & Trevor Murdoch,04/29/2007,World Wrestling Entertainment,Tag Team,WWE Backlash 2007 ,***1/4
2342,"Bobby Lashley vs. Shane McMahon, Umaga & Vince McMahon",04/29/2007,World Wrestling Entertainment,Three On One Handicap,WWE Backlash 2007 ,
2343,Melina vs. Mickie James,04/29/2007,World Wrestling Entertainment,Singles,WWE Backlash 2007 ,
2344,Chris Benoit vs. Montel Vontavious Porter,04/29/2007,World Wrestling Entertainment,Singles,WWE Backlash 2007 ,
2345,Edge vs. Randy Orton,04/30/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #727 ,****1/4
2346,Rob Van Dam vs. Sabu vs. The Sandman vs. Tommy Dreamer,05/01/2007,World Wrestling Entertainment,Extreme Rules Fatal Four Way,ECW on Sci Fi #47 ,
2347,Matt Hardy vs. Mr. Kennedy,05/04/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #402 ,***1/2
2348,Batista vs. The Undertaker,05/08/2007,World Wrestling Entertainment,Steel Cage,WWE Friday Night SmackDown #403 ,
2349,"Rob Van Dam vs. Shane McMahon, Umaga & Vince McMahon",05/08/2007,World Wrestling Entertainment,Three On One Handicap,ECW on Sci Fi #48 ,
2350,Chris Benoit & Matt Hardy vs. Finlay & Montel Vontavious Porter,05/08/2007,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #403 ,
2351,Edge vs. Shawn Michaels,05/14/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #729 ,
2352,Chris Benoit vs. Finlay,05/15/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #404 ,
2353,Chris Benoit vs. Montel Vontavious Porter,05/20/2007,World Wrestling Entertainment,Best Two Out Of Three Falls,WWE Judgment Day 2007 ,**1/4
2354,Jeff Hardy & Matt Hardy vs. Lance Cade & Trevor Murdoch,05/20/2007,World Wrestling Entertainment,Tag Team,WWE Judgment Day 2007 ,***1/4
2355,Batista vs. Edge,05/20/2007,World Wrestling Entertainment,Singles,WWE Judgment Day 2007 ,
2356,Carlito vs. Ric Flair,05/20/2007,World Wrestling Entertainment,Singles,WWE Judgment Day 2007 ,
2357,John Cena vs. The Great Khali,05/20/2007,World Wrestling Entertainment,Singles,WWE Judgment Day 2007 ,
2358,CM Punk vs. Elijah Burke,05/20/2007,World Wrestling Entertainment,Singles,WWE Judgment Day 2007 ,
2359,Batista vs. Finlay vs. Kane vs. Mark Henry,05/22/2007,World Wrestling Entertainment,Fatal Four Way,WWE Friday Night SmackDown #405 ,
2360,"Doink, Eugene & Kane vs. Kevin Thorn, Umaga & Viscera",05/28/2007,World Wrestling Entertainment,Six Man Tag Team,WWE Saturday Night's Main Event #34 ,
2361,Batista & Chris Benoit vs. Edge & Montel Vontavious Porter,05/28/2007,World Wrestling Entertainment,Tag Team,WWE Saturday Night's Main Event #34 ,
2362,Brooke vs. Candice Michelle vs. Jillian vs. Kelly Kelly vs. Kristal vs. Layla vs. Maria vs. Melina vs. Michelle McCool vs. Mickie James,05/28/2007,World Wrestling Entertainment,Memorial Day Beach Blast Bikini Battle Royal,WWE Monday Night RAW #731 ,
2363,John Cena vs. The Great Khali,05/28/2007,World Wrestling Entertainment,Singles,WWE Saturday Night's Main Event #34 ,
2364,Bobby Lashley vs. Vince McMahon,06/03/2007,World Wrestling Entertainment,Street Fight,WWE One Night Stand 2007: Extreme Rules ,***1/4
2365,Batista vs. Edge,06/03/2007,World Wrestling Entertainment,Steel Cage,WWE One Night Stand 2007: Extreme Rules ,***1/2
2366,Charlie Haas & Shelton Benjamin vs. Jeff Hardy & Matt Hardy,06/03/2007,World Wrestling Entertainment,Tag Team Ladder,WWE One Night Stand 2007: Extreme Rules ,****
2367,Kane vs. Mark Henry,06/03/2007,World Wrestling Entertainment,Lumberjack,WWE One Night Stand 2007: Extreme Rules ,
2368,"CM Punk, The Sandman & Tommy Dreamer vs. Elijah Burke, Marcus Cor Von & Matt Striker",06/03/2007,World Wrestling Entertainment,Tables Six Man Tag Team,WWE One Night Stand 2007: Extreme Rules ,
2369,Randy Orton vs. Rob Van Dam,06/03/2007,World Wrestling Entertainment,Stretcher,WWE One Night Stand 2007: Extreme Rules ,
2370,John Cena vs. The Great Khali,06/03/2007,World Wrestling Entertainment,Pinfalls Only Falls Count Anywhere,WWE One Night Stand 2007: Extreme Rules ,
2371,John Cena vs. The Great Khali vs. Umaga,06/04/2007,World Wrestling Entertainment,Triple Threat,WWE Monday Night RAW #732 ,
2372,Chris Benoit vs. Edge,06/08/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #407 ,****
2373,"Brian Kendrick, Jimmy Wang Yang & Paul London vs. Chavo Guerrero, Daivari & Jamie Noble",06/08/2007,World Wrestling Entertainment,Six Man Tag Team,WWE Friday Night SmackDown #407 ,***1/4
2374,Edge vs. John Cena,06/11/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #733 - Draft 2007 ,
2375,Bobby Lashley vs. Chris Benoit,06/11/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #733 - Draft 2007 ,
2376,Edge vs. Ric Flair,06/15/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #408 ,***1/4
2377,Chris Benoit vs. Elijah Burke,06/19/2007,World Wrestling Entertainment,Singles,ECW on Sci Fi #54 ,
2378,CM Punk vs. Marcus Cor Von,06/19/2007,World Wrestling Entertainment,Singles,ECW on Sci Fi #54 ,
2379,Finlay vs. Matt Hardy,06/22/2007,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #409 ,***1/4
2380,Batista & Ric Flair vs. Edge & Montel Vontavious Porter,06/22/2007,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #409 ,***1/2
2381,Bobby Lashley vs. John Cena vs. King Booker vs. Mick Foley vs. Randy Orton,06/24/2007,World Wrestling Entertainment,Five Way No Disqualification,WWE Vengeance 2007: Night Of Champions ,***1/2
2382,Deuce & Domino vs. Jimmy Snuka & Sgt. Slaughter,06/24/2007,World Wrestling Entertainment,Tag Team,WWE Vengeance 2007: Night Of Champions ,
2383,CM Punk vs. Johnny Nitro,06/24/2007,World Wrestling Entertainment,Singles,WWE Vengeance 2007: Night Of Champions ,
2384,Batista vs. Edge,06/24/2007,World Wrestling Entertainment,Singles,WWE Vengeance 2007: Night Of Champions ,
2385,Montel Vontavious Porter vs. Ric Flair,06/24/2007,World Wrestling Entertainment,Singles,WWE Vengeance 2007: Night Of Champions ,
2386,Chavo Guerrero vs. Jimmy Wang Yang,06/24/2007,World Wrestling Entertainment,Singles,WWE Vengeance 2007: Night Of Champions ,
2387,Jeff Hardy & Matt Hardy vs. Lance Cade & Trevor Murdoch,06/24/2007,World Wrestling Entertainment,Tag Team,WWE Vengeance 2007: Night Of Champions ,
2388,John Cena vs. Johnny Nitro,06/26/2007,World Wrestling Entertainment,Singles,ECW on Sci Fi #55 ,
2389,Chavo Guerrero vs. Funaki vs. Jamie Noble,06/26/2007,World Wrestling Entertainment,Triple Threat,WWE Friday Night SmackDown #410 ,
2390,CM Punk vs. Elijah Burke,06/26/2007,World Wrestling Entertainment,Best Two Out Of Three Falls,ECW on Sci Fi #55 ,
2391,Johnny Nitro vs. Tommy Dreamer,07/02/2007,World Wrestling Entertainment,Singles,ECW on Sci Fi #56 ,
2392,Johnny Nitro vs. Tommy Dreamer,07/10/2007,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #57 ,
2393,Cody Rhodes vs. Randy Orton,07/16/2007,World Wrestling Entertainment,Singles,WWE Monday Night RAW #738 ,
2394,Jeff Hardy vs. Santino Marella vs. Shelton Benjamin vs. William Regal,07/16/2007,World Wrestling Entertainment,Four Way Elimination,WWE Monday Night RAW #738 ,
2395,Batista vs. Brett Major vs. Brian Major vs. Chavo Guerrero vs. Chris Masters vs. Dave Taylor vs. Deuce vs. Domino vs. Eugene vs. Finlay vs. Funaki vs. Jamie Noble vs. Jimmy Wang Yang vs. Kane vs. Kenny Dykstra vs. Mark Henry vs. Matt Hardy vs. Montel Vontavious Porter vs. Shannon Moore vs. The Great Khali,07/17/2007,World Wrestling Entertainment,Battle Royal,WWE Friday Night SmackDown #413 ,
2396,CM Punk vs. Elijah Burke,07/17/2007,World Wrestling Entertainment,Singles,ECW on Sci Fi #58 ,
2397,Bobby Lashley vs. John Cena,07/22/2007,World Wrestling Entertainment,Singles,WWE The Great American Bash 2007 ,****
2398,Jeff Hardy vs. Umaga,07/22/2007,World Wrestling Entertainment,Singles,WWE The Great American Bash 2007 ,***1/2
2399,Batista vs. Kane vs. The Great Khali,07/22/2007,World Wrestling Entertainment,Triple Threat,WWE The Great American Bash 2007 ,
2400,Dusty Rhodes vs. Randy Orton,07/22/2007,World Wrestling Entertainment,Texas Bullrope,WWE The Great American Bash 2007 ,
2401,CM Punk vs. John Morrison,07/22/2007,World Wrestling Entertainment,Singles,WWE The Great American Bash 2007 ,
2402,Candice Michelle vs. Melina,07/22/2007,World Wrestling Entertainment,Singles,WWE The Great American Bash 2007 ,
2403,Carlito vs. The Sandman,07/22/2007,World Wrestling Entertainment,Singapore Cane On A Pole,WWE The Great American Bash 2007 ,
2404,Chavo Guerrero vs. Funaki vs. Hornswoggle vs. Jamie Noble vs. Jimmy Wang Yang vs. Shannon Moore,07/22/2007,World Wrestling Entertainment,Cruiserweight Open,WWE The Great American Bash 2007 ,
2405,Matt Hardy vs. Montel Vontavious Porter,07/22/2007,World Wrestling Entertainment,Singles,WWE The Great American Bash 2007 ,
