Index,Fixture,Date,Promotion,Match type,Event
1798,Jungle Boy & Luchasaurus vs. Nick Comoroto & QT Marshall,01/08/2022,All Elite Wrestling,Tag Team,AEW Dark #125
1799,"Adam Page, Alan Angels & Ten vs. Isiah Kassidy, Matt Hardy & Serpentico",01/08/2022,All Elite Wrestling,Six Man Tag Team,AEW Dark #125
1800,Dr. Britt Baker DMD vs. Riho,01/08/2022,All Elite Wrestling,Singles,AEW Battle Of The Belts
1801,Dustin Rhodes vs. Sammy Guevara,01/08/2022,All Elite Wrestling,Singles,AEW Battle Of The Belts
1802,Jade Cargill vs. Ruby Soho,01/05/2022,All Elite Wrestling,Singles,AEW Dynamite #118
1803,Brian Pillman Jr. vs. Malakai Black,01/05/2022,All Elite Wrestling,Singles,AEW Dynamite #118
1804,Adam Cole vs. Jake Atlas,01/05/2022,All Elite Wrestling,Singles,AEW Rampage #22
1805,Dr. Britt Baker DMD & Jamie Hayter vs. Riho & Ruby Soho,01/05/2022,All Elite Wrestling,Tag Team,AEW Rampage #22
1806,"Daniel Garcia, Jeff Parker & Matt Lee vs. Eddie Kingston, Ortiz & Santana",01/05/2022,All Elite Wrestling,No Disqualification No Holds Barred Six Man Tag Team,AEW Rampage #22
1807,Adam Page vs. Bryan Danielson,01/05/2022,All Elite Wrestling,Singles,AEW Dynamite #118
1808,Jungle Boy & Luchasaurus vs. Penta El Zero Miedo & Rey Fenix,01/05/2022,All Elite Wrestling,Tag Team,AEW Dynamite #118
1809,"Daniel Garcia, Jeff Parker & Matt Lee vs. Eddie Kingston, Ortiz & Santana",12/29/2021,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #117 - New Year's Smash 2021 - Tag 1
1810,Jade Cargill vs. Thunder Rosa,12/29/2021,All Elite Wrestling,Singles,AEW Dynamite #117 - New Year's Smash 2021 - Tag 1
1811,"Adam Cole, Bobby Fish & Kyle O'Reilly vs. Chuck Taylor, Orange Cassidy & Trent Beretta",12/29/2021,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #117 - New Year's Smash 2021 - Tag 1
1812,Anthony Bowens vs. Darby Allin,12/29/2021,All Elite Wrestling,Singles,AEW Rampage #21 - New Year's Smash 2021 - Tag 2
1813,Cody Rhodes vs. Ethan Page,12/29/2021,All Elite Wrestling,Singles,AEW Rampage #21 - New Year's Smash 2021 - Tag 2
1814,"Cash Wheeler, Dax Harwood, Isiah Kassidy, Marq Quen & Matt Hardy vs. Christian Cage, Jungle Boy, Luchasaurus, Penta El Zero Miedo & Rey Fenix",12/29/2021,All Elite Wrestling,Ten Man Tag Team,AEW Dynamite #117 - New Year's Smash 2021 - Tag 1
1815,Anna Jay & Tay Conti vs. Penelope Ford & The Bunny,12/29/2021,All Elite Wrestling,Street Fight,AEW Rampage #21 - New Year's Smash 2021 - Tag 2
1816,Alan Angels vs. Tony Nese,12/28/2021,All Elite Wrestling,Singles,AEW Dark #124
1817,Brian Pillman Jr. vs. JD Drake,12/28/2021,All Elite Wrestling,Singles,AEW Dark #124
1818,Adam Cole vs. Orange Cassidy,12/22/2021,All Elite Wrestling,Singles,AEW Dynamite #116 - Holiday Bash 2021 - Tag 1
1819,Nyla Rose vs. Ruby Soho,12/22/2021,All Elite Wrestling,Singles,AEW Dynamite #116 - Holiday Bash 2021 - Tag 1
1820,Isiah Kassidy vs. Jungle Boy,12/22/2021,All Elite Wrestling,Singles,AEW Rampage #20 - Holiday Bash 2021 - Tag 2
1821,Kris Statlander vs. Leyla Hirsch,12/22/2021,All Elite Wrestling,Singles,AEW Rampage #20 - Holiday Bash 2021 - Tag 2
1822,Lee Moriarty vs. Shawn Spears,12/22/2021,All Elite Wrestling,Singles,AEW Dark: Elevation #43
1823,"Cash Wheeler, Dax Harwood & MJF vs. CM Punk, Darby Allin & Sting",12/22/2021,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #116 - Holiday Bash 2021 - Tag 1
1824,Cody Rhodes vs. Sammy Guevara,12/22/2021,All Elite Wrestling,Singles,AEW Rampage #20 - Holiday Bash 2021 - Tag 2
1825,Hikaru Shida vs. Serena Deeb,12/15/2021,All Elite Wrestling,Singles,AEW Dynamite #115 - Winter Is Coming 2021
1826,Dante Martin vs. MJF,12/15/2021,All Elite Wrestling,Singles,AEW Dynamite #115 - Winter Is Coming 2021
1827,"Adam Cole, Bobby Fish, Matt Jackson & Nick Jackson vs. Chuck Taylor, Orange Cassidy, Rocky Romero & Trent Beretta",12/15/2021,All Elite Wrestling,Eight Man Tag Team,AEW Rampage #19
1828,Penelope Ford vs. Tay Conti,12/15/2021,All Elite Wrestling,Submission,AEW Rampage #19
1829,"Anthony Bowens, Daniel Garcia, Jeff Parker, Matt Lee & Max Caster vs. Eddie Kingston, Ortiz, Penta El Zero Miedo, Rey Fenix & Santana",12/15/2021,All Elite Wrestling,Ten Man Tag Team,AEW Rampage #19
1830,Adam Page vs. Bryan Danielson,12/15/2021,All Elite Wrestling,Singles,AEW Dynamite #115 - Winter Is Coming 2021
1831,Jamie Hayter vs. Riho,12/08/2021,All Elite Wrestling,Singles,AEW Dynamite #114 - MJF's Long Island Homecoming
1832,Dante Martin vs. Frankie Kazarian vs. Jay Lethal vs. Lee Johnson vs. Lee Moriarty vs. Lio Rush vs. Matt Hardy vs. Matt Sydal vs. MJF vs. Powerhouse Hobbs vs. Ricky Starks vs. Wardlow,12/08/2021,All Elite Wrestling,Battle Royal,AEW Dynamite #114 - MJF's Long Island Homecoming
1833,"Anthony Bowens, Jeff Parker, Matt Lee & Max Caster vs. Brian Pillman Jr., Griff Garrison, Jungle Boy & Luchasaurus",12/08/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #114 - MJF's Long Island Homecoming
1834,Adam Cole vs. Wheeler Yuta,12/08/2021,All Elite Wrestling,Singles,AEW Rampage #18
1835,"Anna Jay, Ruby Soho & Tay Conti vs. Nyla Rose, Penelope Ford & The Bunny",12/08/2021,All Elite Wrestling,Six Man Tag Team,AEW Rampage #18
1836,Chuck Taylor & Rocky Romero vs. Matt Jackson & Nick Jackson,12/08/2021,All Elite Wrestling,Tag Team,AEW Dynamite #114 - MJF's Long Island Homecoming
1837,Bryan Danielson vs. John Silver,12/08/2021,All Elite Wrestling,Singles,AEW Dynamite #114 - MJF's Long Island Homecoming
1838,Cash Wheeler & Dax Harwood vs. Penta El Zero Miedo & Rey Fenix,12/08/2021,All Elite Wrestling,Tag Team,AEW Rampage #18
1839,Aaron Solo vs. John Silver,12/03/2021,All Elite Wrestling,Singles,AEW Dark #120
1840,Anthony Ogogo vs. Baron Black,12/03/2021,All Elite Wrestling,Singles,AEW Dark #120
1841,Fuego Del Sol vs. Luke Sampson,12/03/2021,All Elite Wrestling,Singles,AEW Dark #120
1842,Emi Sakura vs. Ryo Mizunami,12/03/2021,All Elite Wrestling,Singles,AEW Dark #120
1843,Lee Moriarty vs. Misterioso,12/03/2021,All Elite Wrestling,Singles,AEW Dark #120
1844,Emi Sakura & Mei Suruga vs. Riho & Ryo Mizunami,12/03/2021,All Elite Wrestling,Tag Team,AEW Dark #121
1845,Kris Statlander vs. Marina Shafir,12/03/2021,All Elite Wrestling,Singles,AEW Dark #121
1846,"Alex Reynolds, Colt Cabana & Evil Uno vs. Daniel Garcia, Jeff Parker & Matt Lee",12/03/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark #121
1847,Austin Gunn & Colten Gunn vs. Brock Anderson & Lee Johnson,12/03/2021,All Elite Wrestling,Tag Team,AEW Dark #122
1848,Bear Boulder & Bear Bronson vs. Mike Orlando & Zack Clayton,12/03/2021,All Elite Wrestling,Tag Team,AEW Dark #122
1849,Matt Sydal vs. Serpentico,12/03/2021,All Elite Wrestling,Singles,AEW Dark #122
1850,Joey Janela vs. Sonny Kiss,12/03/2021,All Elite Wrestling,No Disqualification,AEW Dark #123
1851,Cezar Bononi & Peter Avalon vs. Orange Cassidy & Wheeler Yuta,12/03/2021,All Elite Wrestling,Tag Team,AEW Dark #123
1852,Anthony Bowens & Max Caster vs. Bear Boulder & Bear Bronson,12/03/2021,All Elite Wrestling,Tag Team,AEW Dark #123
1853,"Brock Anderson, Dustin Rhodes & Lee Johnson vs. Cezar Bononi, JD Drake & Peter Avalon",12/01/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark: Elevation #40
1854,Alan Angels vs. Bryan Danielson,12/01/2021,All Elite Wrestling,Singles,AEW Dynamite #113
1855,CM Punk vs. Lee Moriarty,12/01/2021,All Elite Wrestling,Singles,AEW Dynamite #113
1856,Billy Gunn & Colten Gunn vs. Darby Allin & Sting,12/01/2021,All Elite Wrestling,Tag Team,AEW Dynamite #113
1857,Kris Statlander vs. Ruby Soho,12/01/2021,All Elite Wrestling,Singles,AEW Dynamite #113
1858,Andrade El Idolo vs. Cody Rhodes,12/01/2021,All Elite Wrestling,Street Fight,AEW Dynamite #113
1859,Sammy Guevara vs. Tony Nese,12/01/2021,All Elite Wrestling,Singles,AEW Rampage #17
1860,Cash Wheeler & Dax Harwood vs. PAC & Penta El Zero Miedo,12/01/2021,All Elite Wrestling,Tag Team,AEW Rampage #17
1861,Bryan Danielson vs. Colt Cabana,11/24/2021,All Elite Wrestling,Singles,AEW Dynamite #112 - Thanksgiving Eve 2021
1862,CM Punk vs. QT Marshall,11/24/2021,All Elite Wrestling,Singles,AEW Dynamite #112 - Thanksgiving Eve 2021
1863,Jamie Hayter vs. Thunder Rosa,11/24/2021,All Elite Wrestling,Singles,AEW Dynamite #112 - Thanksgiving Eve 2021
1864,Adam Cole & Bobby Fish vs. Orange Cassidy & Wheeler Yuta,11/24/2021,All Elite Wrestling,Tag Team,AEW Rampage #16 - Black Friday 2021
1865,Dr. Britt Baker DMD vs. Riho,11/24/2021,All Elite Wrestling,Singles,AEW Rampage #16 - Black Friday 2021
1866,"Diamante, Emi Sakura, Nyla Rose & The Bunny vs. Julia Hart, Leyla Hirsch, Ryo Mizunami & Skye Blue",11/24/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dark: Elevation #39
1867,"Alan Angels, Evil Uno & Stu Grayson vs. Isiah Kassidy, Matt Hardy & The Blade",11/24/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark: Elevation #39
1868,"Andrade El Idolo, Cash Wheeler, Dax Harwood & Malakai Black vs. Cody Rhodes, PAC, Penta El Zero Miedo & Rey Fenix",11/24/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #112 - Thanksgiving Eve 2021
1869,Daniel Garcia vs. Eddie Kingston,11/24/2021,All Elite Wrestling,Singles,AEW Rampage #16 - Black Friday 2021
1870,"Emi Sakura, Penelope Ford & The Bunny vs. Kris Statlander, Leyla Hirsch & Ryo Mizunami",11/17/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark: Elevation #38
1871,Bryan Danielson vs. Evil Uno,11/17/2021,All Elite Wrestling,Singles,AEW Dynamite #111
1872,Orange Cassidy & Tomohiro Ishii vs. The Blade & The Butcher,11/17/2021,All Elite Wrestling,Tag Team,AEW Dynamite #111
1873,Hikaru Shida vs. Nyla Rose,11/17/2021,All Elite Wrestling,Singles,AEW Dynamite #111
1874,Billy Gunn vs. Darby Allin,11/17/2021,All Elite Wrestling,Singles,AEW Rampage #15
1875,Jade Cargill vs. Red Velvet,11/17/2021,All Elite Wrestling,Singles,AEW Rampage #15
1876,Adam Cole & Bobby Fish vs. Jungle Boy & Luchasaurus,11/17/2021,All Elite Wrestling,Tag Team,AEW Rampage #15
1877,Serpentico vs. Wheeler Yuta,11/17/2021,All Elite Wrestling,Singles,AEW Dark: Elevation #38
1878,Anthony Bowens & Max Caster vs. Dante Martin & Lio Rush,11/17/2021,All Elite Wrestling,Tag Team,AEW Dynamite #111
1879,Jay Lethal vs. Sammy Guevara,11/17/2021,All Elite Wrestling,Singles,AEW Dynamite #111
1880,CM Punk vs. Eddie Kingston,11/13/2021,All Elite Wrestling,Singles,AEW Full Gear 2021
1881,Andrade El Idolo & Malakai Black vs. Cody Rhodes & PAC,11/13/2021,All Elite Wrestling,Tag Team,AEW Full Gear 2021
1882,Hikaru Shida & Thunder Rosa vs. Jamie Hayter & Nyla Rose,11/13/2021,All Elite Wrestling,Tag Team,AEW Full Gear 2021 - The Buy In
1883,Darby Allin vs. MJF,11/13/2021,All Elite Wrestling,Singles,AEW Full Gear 2021
1884,"Adam Cole, Matt Jackson & Nick Jackson vs. Christian Cage, Jungle Boy & Luchasaurus",11/13/2021,All Elite Wrestling,Falls Count Anywhere Six Man Tag Team,AEW Full Gear 2021
1885,Cash Wheeler & Dax Harwood vs. Penta El Zero Miedo & Rey Fenix,11/13/2021,All Elite Wrestling,Tag Team,AEW Full Gear 2021
1886,Bryan Danielson vs. Miro,11/13/2021,All Elite Wrestling,Singles,AEW Full Gear 2021
1887,Dr. Britt Baker DMD vs. Tay Conti,11/13/2021,All Elite Wrestling,Singles,AEW Full Gear 2021
1888,Adam Page vs. Kenny Omega,11/13/2021,All Elite Wrestling,Singles,AEW Full Gear 2021
1889,"Andrei Arlovski, Dan Lambert, Ethan Page, Junior Dos Santos & Scorpio Sky vs. Chris Jericho, Jake Hager, Ortiz, Sammy Guevara & Santana",11/13/2021,All Elite Wrestling,Street Fight,AEW Full Gear 2021
1890,"Emi Sakura, Nyla Rose & The Bunny vs. Kris Statlander, Riho & Ryo Mizunami",11/12/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark #117
1891,John Silver vs. Peter Avalon,11/12/2021,All Elite Wrestling,Singles,AEW Dark #117
1892,"Aaron Solo, JD Drake, Nick Comoroto & Ryan Nemeth vs. Brian Pillman Jr., Brock Anderson, Griff Garrison & Lee Johnson",11/12/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dark #117
1893,Alan Angels & Colt Cabana vs. Anthony Bowens & Max Caster,11/12/2021,All Elite Wrestling,Tag Team,AEW Dark #117
1894,Bobby Fish vs. Jungle Boy,11/12/2021,All Elite Wrestling,Singles,AEW Rampage #14
1895,Ariya Daivari vs. Dante Martin,11/12/2021,All Elite Wrestling,Singles,AEW Rampage #14
1896,Matt Hardy vs. Orange Cassidy,11/12/2021,All Elite Wrestling,Lumberjack,AEW Rampage #14
1897,"Emi Sakura, Nyla Rose & The Bunny vs. Riho, Ryo Mizunami & Skye Blue",11/10/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark: Elevation #37
1898,"Alan Angels, Evil Uno & Stu Grayson vs. Isiah Kassidy, Matt Hardy & The Blade",11/10/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark: Elevation #37
1899,John Silver vs. QT Marshall,11/10/2021,All Elite Wrestling,Singles,AEW Dark: Elevation #37
1900,"Anna Jay, Tay Conti & Thunder Rosa vs. Dr. Britt Baker DMD, Jamie Hayter & Rebel",11/10/2021,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #110
1901,Bryan Danielson vs. Rocky Romero,11/10/2021,All Elite Wrestling,Singles,AEW Dynamite #110
1902,Anthony Bowens vs. Jungle Boy,11/10/2021,All Elite Wrestling,Singles,AEW Dynamite #110
1903,Dante Martin & Lio Rush vs. Lee Moriarty & Matt Sydal,11/10/2021,All Elite Wrestling,Tag Team,AEW Dynamite #110
1904,Dax Harwood vs. PAC,11/10/2021,All Elite Wrestling,Singles,AEW Dynamite #110
1905,Dante Martin vs. Frankie Kazarian,11/05/2021,All Elite Wrestling,Singles,AEW Dark #116
1906,"Christian Cage, Jungle Boy & Luchasaurus vs. Isiah Kassidy, Matt Hardy & The Blade",11/05/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark #116
1907,"Alex Reynolds, Colt Cabana & Evil Uno vs. Austin Gunn, Billy Gunn & Colten Gunn",11/05/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark #116
1908,Aaron Solo & Nick Comoroto vs. Fuego I & Fuego II,11/05/2021,All Elite Wrestling,Tag Team,AEW Dark #116
1909,Jeff Parker & Matt Lee vs. Lee Moriarty & Matt Sydal,11/05/2021,All Elite Wrestling,Tag Team,AEW Dark #116
1910,Alan Angels & Ten vs. Powerhouse Hobbs & Ricky Starks,11/05/2021,All Elite Wrestling,Tag Team,AEW Dark #116
1911,Adam Cole vs. John Silver,11/05/2021,All Elite Wrestling,Singles,AEW Rampage #13
1912,Anthony Bowens vs. Bryan Danielson,11/05/2021,All Elite Wrestling,Singles,AEW Rampage #13
1913,Alan Angels vs. Kenny Omega,11/03/2021,All Elite Wrestling,Singles,AEW Dynamite #109
1914,Aero Star & Samuray del Sol vs. Cash Wheeler & Dax Harwood,11/03/2021,All Elite Wrestling,Tag Team,AEW Dynamite #109
1915,Anna Jay vs. Jamie Hayter,11/03/2021,All Elite Wrestling,Singles,AEW Dynamite #109
1916,Andrade El Idolo vs. Cody Rhodes,11/03/2021,All Elite Wrestling,Singles,AEW Dynamite #109
1917,Miro vs. Orange Cassidy,11/03/2021,All Elite Wrestling,Singles,AEW Dynamite #109
1918,Chuck Taylor & Wheeler Yuta vs. The Blade & The Butcher,11/03/2021,All Elite Wrestling,Tag Team,AEW Dark: Elevation #36
1919,"Alex Reynolds, Evil Uno, John Silver & Stu Grayson vs. Anthony Bowens, Jeff Parker, Matt Lee & Max Caster",11/03/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dark: Elevation #36
1920,"Adam Cole, Kenny Omega, Matt Jackson & Nick Jackson vs. Colt Cabana, Evil Uno, John Silver & Stu Grayson",10/27/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #108
1921,Abadon vs. Dr. Britt Baker DMD,10/27/2021,All Elite Wrestling,No Disqualification,AEW Rampage #12 - Halloween Special 2021
1922,Bobby Fish vs. CM Punk,10/27/2021,All Elite Wrestling,Singles,AEW Dynamite #108
1923,Ethan Page vs. Sammy Guevara,10/27/2021,All Elite Wrestling,Singles,AEW Dynamite #108
1924,Hikaru Shida vs. Serena Deeb,10/27/2021,All Elite Wrestling,Singles,AEW Dynamite #108
1925,Bryan Danielson vs. Eddie Kingston,10/27/2021,All Elite Wrestling,Singles,AEW Rampage #12 - Halloween Special 2021
1926,Dante Martin vs. Matt Sydal,10/27/2021,All Elite Wrestling,Singles,AEW Rampage #12 - Halloween Special 2021
1927,Alex Reynolds & John Silver vs. Carlie Bravo & Shawn Dean,10/24/2021,All Elite Wrestling,Tag Team,AEW Dark #118
1928,Joey Janela vs. Zack Clayton,10/24/2021,All Elite Wrestling,Singles,AEW Dark #118
1929,Anthony Bowens & Max Caster vs. Brock Anderson & Lee Johnson,10/24/2021,All Elite Wrestling,Tag Team,AEW Dark #118
1930,Lee Moriarty vs. Nick Comoroto,10/24/2021,All Elite Wrestling,Singles,AEW Dark #118
1931,Aaron Solo vs. Bryan Danielson,10/24/2021,All Elite Wrestling,Singles,AEW Dark #114
1932,Fuego Del Sol vs. Tony Nese,10/24/2021,All Elite Wrestling,Singles,AEW Dark #115
1933,PAC vs. Tiger Ruas,10/24/2021,All Elite Wrestling,Singles,AEW Dark #115
1934,Bear Boulder & Bear Bronson vs. Shawn Spears & Wardlow,10/24/2021,All Elite Wrestling,Tag Team,AEW Dark #119
1935,Aaron Solo & Nick Comoroto vs. Brian Pillman Jr. & Griff Garrison,10/24/2021,All Elite Wrestling,Tag Team,AEW Dark #119
1936,Ethan Page vs. Fuego Del Sol,10/24/2021,All Elite Wrestling,Singles,AEW Dark #119
1937,Adam Cole vs. Anthony Greene,10/24/2021,All Elite Wrestling,Singles,AEW Dark #119
1938,Dean Alexander & Kidd Bandit vs. Fuego I & Fuego II,10/24/2021,All Elite Wrestling,Tag Team,AEW Dark #114
1939,QT Marshall vs. Ten,10/23/2021,All Elite Wrestling,Singles,AEW Dark: Elevation #34
1940,Diamante & Xtina Kay vs. Leyla Hirsch & Ryo Mizunami,10/23/2021,All Elite Wrestling,Tag Team,AEW Dark: Elevation #34
1941,Penelope Ford vs. Ruby Soho,10/23/2021,All Elite Wrestling,Singles,AEW Dynamite #107 - Saturday Night Dynamite
1942,Eddie Kingston vs. Lance Archer,10/23/2021,All Elite Wrestling,Singles,AEW Dynamite #107 - Saturday Night Dynamite
