Index,Fixture,Date,Promotion,Match type,Event,WON rating
745,Owen Hart vs. The British Bulldog,08/19/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #173 ,
746,Goldust vs. Savio Vega vs. Steve Austin vs. Sycho Sid,08/19/1996,World Wrestling Federation,Sudden Death Battle Royal,WWF Monday Night RAW #173 ,
747,Shawn Michaels vs. Yokozuna,08/19/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #173 ,
748,Marc Mero vs. Steve Austin,08/19/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #174 - RAW Championship Friday ,
749,Alex Porteau & Bob Holly vs. Bart Gunn & Billy Gunn,08/19/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #176 ,
750,Marc Mero vs. Owen Hart,08/19/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #176 ,
751,Faarooq vs. Sycho Sid,08/19/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #176 ,
752,Owen Hart vs. Savio Vega,08/18/1996,World Wrestling Federation,Singles,WWF SummerSlam 1996 ,
753,Bart Gunn & Billy Gunn vs. Henry O. Godwinn & Phineas I. Godwinn vs. Leif Cassidy & Marty Jannetty vs. Skip & Zip,08/18/1996,World Wrestling Federation,Four Way Elimination Tag Team,WWF SummerSlam 1996 ,
754,Sycho Sid vs. The British Bulldog,08/18/1996,World Wrestling Federation,Singles,WWF SummerSlam 1996 ,
755,Goldust vs. Marc Mero,08/18/1996,World Wrestling Federation,Singles,WWF SummerSlam 1996 ,
756,Mankind vs. The Undertaker,08/18/1996,World Wrestling Federation,Boiler Room Brawl,WWF SummerSlam 1996 ,
757,Shawn Michaels vs. Vader,08/18/1996,World Wrestling Federation,Singles,WWF SummerSlam 1996 ,****
758,Aldo Montoya vs. Jerry Lawler,07/23/1996,World Wrestling Federation,Singles,WWF Superstars #512 ,
759,Savio Vega vs. The British Bulldog,07/23/1996,World Wrestling Federation,Singles,WWF Superstars #513 ,
760,Marty Jannetty vs. Sycho Sid,07/23/1996,World Wrestling Federation,Singles,WWF Superstars #514 ,
761,Freddie Joe Floyd & Savio Vega vs. Justin Bradshaw & Zebekiah,07/23/1996,World Wrestling Federation,Tag Team,WWF Superstars #515 ,
762,Marc Mero vs. Steve Austin,07/23/1996,World Wrestling Federation,Singles,WWF Superstars #515 ,
763,Ahmed Johnson & Shawn Michaels vs. Bart Gunn & Billy Gunn,07/22/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #169 ,***1/4
764,Owen Hart vs. Shawn Michaels,07/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #172 ,
765,Marc Mero vs. The Goon,07/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #169 ,
766,Marc Mero vs. Vader,07/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #170 ,
767,Henry O. Godwinn vs. The British Bulldog,07/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #170 ,
768,Steve Austin vs. The Undertaker,07/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #170 ,
769,Crush vs. Savio Vega,07/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #172 ,
770,Henry O. Godwinn & Phineas I. Godwinn vs. TL Hopper & Who,07/22/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #172 ,
771,Leif Cassidy & Marty Jannetty vs. Skip & Zip,07/22/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #171 ,
772,Ahmed Johnson vs. Goldust vs. Justin Bradshaw vs. Mankind vs. Marc Mero vs. Owen Hart vs. Savio Vega vs. Steve Austin vs. Sycho Sid vs. The British Bulldog vs. The Undertaker,07/22/1996,World Wrestling Federation,Battle Royal,WWF Monday Night RAW #171 ,
773,Marc Mero vs. Steve Austin,07/21/1996,World Wrestling Federation,Singles,WWF In Your House 9: International Incident ,
774,Bart Gunn & Billy Gunn vs. Skip & Zip,07/21/1996,World Wrestling Federation,Tag Team,WWF In Your House 9: International Incident ,
775,Henry O. Godwinn vs. Mankind,07/21/1996,World Wrestling Federation,Singles,WWF In Your House 9: International Incident ,
776,Goldust vs. The Undertaker,07/21/1996,World Wrestling Federation,Singles,WWF In Your House 9: International Incident ,
777,"Ahmed Johnson, Shawn Michaels & Sycho Sid vs. Owen Hart, The British Bulldog & Vader",07/21/1996,World Wrestling Federation,Six Man Tag Team,WWF In Your House 9: International Incident ,***3/4
778,Savio Vega vs. Who,06/25/1996,World Wrestling Federation,Singles,WWF Superstars #509 ,
779,Freddie Joe Floyd vs. Justin Bradshaw,06/25/1996,World Wrestling Federation,Singles,WWF Superstars #510 ,
780,Hunter Hearst Helmsley vs. Marc Mero,06/25/1996,World Wrestling Federation,Singles,WWF Superstars #511 ,
781,Marty Jannetty vs. Shawn Michaels,06/24/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #166 ,
782,Ahmed Johnson vs. Hunter Hearst Helmsley,06/24/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #165 ,
783,Owen Hart vs. The Ultimate Warrior,06/24/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #167 ,
784,Ahmed Johnson vs. Bart Gunn,06/24/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #168 ,
785,Marc Mero vs. TL Hopper,06/24/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #168 ,
786,Billy Gunn vs. Shawn Michaels,06/24/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #168 ,
787,Steve Austin vs. The Undertaker,06/24/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #165 ,
788,Goldust vs. Marc Mero,06/24/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #166 ,
789,Justin Bradshaw vs. Savio Vega,06/24/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #167 ,
790,Henry O. Godwinn & Phineas I. Godwinn vs. The British Bulldog & Vader,06/24/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #167 ,
791,Leif Cassidy & Marty Jannetty vs. Skip & Zip,06/23/1996,World Wrestling Federation,Tag Team,WWF King Of The Ring 1996 ,
792,Ahmed Johnson vs. Goldust,06/23/1996,World Wrestling Federation,Singles,WWF King Of The Ring 1996 ,
793,Bart Gunn & Billy Gunn vs. Henry O. Godwinn & Phineas I. Godwinn,06/23/1996,World Wrestling Federation,Tag Team,WWF King Of The Ring 1996 ,
794,Shawn Michaels vs. The British Bulldog,06/23/1996,World Wrestling Federation,Singles,WWF King Of The Ring 1996 ,****1/4
795,Marc Mero vs. Steve Austin,06/23/1996,World Wrestling Federation,Singles,WWF King Of The Ring 1996 ,***3/4
796,Mankind vs. The Undertaker,06/23/1996,World Wrestling Federation,Singles,WWF King Of The Ring 1996 ,***1/4
797,Henry O. Godwinn vs. Justin Bradshaw,05/28/1996,World Wrestling Federation,Singles,WWF Superstars #504 ,
798,Marty Jannetty vs. Savio Vega,05/28/1996,World Wrestling Federation,Singles,WWF Superstars #505 ,
799,Jake Roberts vs. Justin Bradshaw,05/28/1996,World Wrestling Federation,Singles,WWF Superstars #506 ,
800,Barry Horowitz vs. Owen Hart,05/28/1996,World Wrestling Federation,Singles,WWF Superstars #506 ,
801,Goldust vs. The Undertaker,05/28/1996,World Wrestling Federation,Casket,WWF In Your House 8: Beware Of Dog ,
802,Vader vs. Yokozuna,05/28/1996,World Wrestling Federation,Singles,WWF In Your House 8: Beware Of Dog ,
803,Savio Vega vs. Steve Austin,05/28/1996,World Wrestling Federation,Strap,WWF In Your House 8: Beware Of Dog ,****
804,Bart Gunn & Billy Gunn vs. Skip & Zip,05/27/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #161 ,***1/4
805,Savio Vega vs. Steve Austin,05/27/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #164 ,
806,Ahmed Johnson vs. Vader,05/27/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #161 ,
807,Bob Holly vs. Steve Austin,05/27/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #162 ,
808,Marc Mero vs. Skip,05/27/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #163 ,
809,Henry O. Godwinn & Phineas I. Godwinn vs. Travis & Troy,05/27/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #162 ,
810,Hunter Hearst Helmsley vs. Jake Roberts,05/27/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #162 ,
811,The British Bulldog vs. The Undertaker,05/27/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #163 ,
812,Marc Mero vs. Owen Hart,05/27/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #164 ,
813,Goldust vs. Jake Roberts,05/27/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #164 ,
814,Goldust vs. The Ultimate Warrior,05/27/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #161 ,
815,Savio Vega vs. Steve Austin,05/26/1996,World Wrestling Federation,Caribbean Strap,WWF In Your House 8: Beware Of Dog ,
816,Goldust vs. The Undertaker,05/26/1996,World Wrestling Federation,Casket,WWF In Your House 8: Beware Of Dog ,
817,Shawn Michaels vs. The British Bulldog,05/26/1996,World Wrestling Federation,Singles,WWF In Your House 8: Beware Of Dog ,
818,Hunter Hearst Helmsley vs. Marc Mero,05/26/1996,World Wrestling Federation,Singles,WWF In Your House 8: Beware Of Dog ,
819,Hunter Hearst Helmsley vs. Shawn Michaels,05/13/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #159 ,
820,Bret Hart & The Undertaker vs. Owen Hart & The British Bulldog,05/12/1996,World Wrestling Federation,Tag Team,WWF Kuwait Cup 1996 - Tag 5 ,
821,Shawn Michaels vs. Steve Austin,05/12/1996,World Wrestling Federation,Singles,WWF Kuwait Cup 1996 - Tag 5 ,
822,Marty Jannetty vs. Shawn Michaels,05/11/1996,World Wrestling Federation,Singles,WWF Kuwait Cup 1996 - Tag 4 ,
823,Bret Hart vs. The British Bulldog,05/11/1996,World Wrestling Federation,Singles,WWF Kuwait Cup 1996 - Tag 4 ,
824,Ahmed Johnson vs. Steve Austin,05/10/1996,World Wrestling Federation,Singles,WWF Kuwait Cup 1996 - Tag 3 ,
825,Bret Hart vs. Owen Hart,05/10/1996,World Wrestling Federation,Singles,WWF Kuwait Cup 1996 - Tag 3 ,
826,Shawn Michaels vs. Yokozuna,05/10/1996,World Wrestling Federation,Singles,WWF Kuwait Cup 1996 - Tag 3 ,
827,Shawn Michaels vs. Steve Austin,04/30/1996,World Wrestling Federation,Singles,WWF Superstars TV Taping ,
828,Butch & Luke vs. Skip & Zip,04/30/1996,World Wrestling Federation,Tag Team,WWF Superstars #500 ,
829,Bob Holly & Duke Droese vs. Owen Hart & The British Bulldog,04/30/1996,World Wrestling Federation,Tag Team,WWF Superstars #501 ,
830,Henry O. Godwinn & Phineas I. Godwinn vs. Leif Cassidy & Marty Jannetty,04/30/1996,World Wrestling Federation,Tag Team,WWF Superstars #500 ,
831,Fatu vs. Steve Austin,04/30/1996,World Wrestling Federation,Singles,WWF Superstars #503 ,
832,Leif Cassidy & Marty Jannetty vs. Skip & Zip,04/30/1996,World Wrestling Federation,Tag Team,WWF Superstars #502 ,
833,Justin Bradshaw vs. Savio Vega,04/30/1996,World Wrestling Federation,Singles,WWF Superstars #502 ,
834,Marc Mero vs. The 1-2-3 Kid,04/29/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #158 ,
835,Fatu vs. The British Bulldog,04/29/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #158 ,
836,Skip & Zip vs. Travis & Troy,04/29/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #158 ,
837,Owen Hart vs. The Undertaker,04/29/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #158 ,
838,Savio Vega vs. The 1-2-3 Kid,04/29/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #160 ,
839,Bart Gunn vs. Mankind,04/29/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #157 ,
840,Henry O. Godwinn & Phineas I. Godwinn vs. Leif Cassidy & Marty Jannetty,04/29/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #157 ,
841,Duke Droese vs. Vader,04/29/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #159 ,
842,Marc Mero vs. Steve Austin,04/29/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #160 ,
843,Jake Roberts vs. The British Bulldog,04/29/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #160 ,
844,Goldust vs. The Ultimate Warrior,04/28/1996,World Wrestling Federation,Singles,"WWF In Your House 7: Good Friends, Better Enemies ",
845,Ahmed Johnson & Jake Roberts vs. Owen Hart & The British Bulldog,04/28/1996,World Wrestling Federation,Tag Team,"WWF In Your House 7: Good Friends, Better Enemies ",
846,Henry O. Godwinn & Phineas I. Godwinn vs. Skip & Zip,04/28/1996,World Wrestling Federation,Tag Team,"WWF In Your House 7: Good Friends, Better Enemies ",
847,Marc Mero vs. The 1-2-3 Kid,04/28/1996,World Wrestling Federation,Singles,"WWF In Your House 7: Good Friends, Better Enemies ",
848,Razor Ramon vs. Vader,04/28/1996,World Wrestling Federation,Singles,"WWF In Your House 7: Good Friends, Better Enemies ",***1/4
849,Diesel vs. Shawn Michaels,04/28/1996,World Wrestling Federation,No Holds Barred,"WWF In Your House 7: Good Friends, Better Enemies ",****1/2
850,Shawn Michaels vs. The 1-2-3 Kid,04/02/1996,World Wrestling Federation,Singles,WWF Superstars #499 ,
851,Fatu vs. Hunter Hearst Helmsley,04/02/1996,World Wrestling Federation,Singles,WWF Superstars #496 ,
852,Savio Vega vs. Steve Austin,04/02/1996,World Wrestling Federation,Singles,WWF Superstars #497 ,
853,Bob Holly vs. The British Bulldog,04/02/1996,World Wrestling Federation,Singles,WWF Superstars #498 ,
854,Fatu vs. Owen Hart,04/02/1996,World Wrestling Federation,Singles,WWF Superstars #499 ,
855,Aldo Montoya & Barry Horowitz vs. Skip & Zip,04/01/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #153 ,
856,Justin Bradshaw vs. The Undertaker,04/01/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #153 ,
857,Bart Gunn vs. Steve Austin,04/01/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #155 ,
858,Jerry Lawler vs. Shawn Michaels,04/01/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #154 ,
859,Leif Cassidy vs. Marc Mero,04/01/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #155 ,
860,Goldust vs. Savio Vega,04/01/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #155 ,
861,Goldust vs. Savio Vega,04/01/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #156 ,
862,"Ahmed Johnson, Jake Roberts & Yokozuna vs. Owen Hart, The British Bulldog & Vader",03/31/1996,World Wrestling Federation,Six Man Tag Team,WWF WrestleMania XII ,
863,Savio Vega vs. Steve Austin,03/31/1996,World Wrestling Federation,Singles,WWF WrestleMania XII ,
864,Diesel vs. The Undertaker,03/31/1996,World Wrestling Federation,Singles,WWF WrestleMania XII ,
865,Henry O. Godwinn & Phineas I. Godwinn vs. Skip & Zip,03/31/1996,World Wrestling Federation,Tag Team,WWF WrestleMania XII ,
866,Bret Hart vs. Shawn Michaels,03/31/1996,World Wrestling Federation,Iron Man,WWF WrestleMania XII ,****1/4
867,Dwayne Johnson vs. Skip,03/11/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #150 ,
868,Bret Hart vs. Tatanka,03/11/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #151 ,
869,Savio Vega vs. Steve Austin,03/11/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #150 ,
870,Owen Hart & The British Bulldog vs. The Undertaker & Yokozuna,03/11/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #150 ,
871,Ahmed Johnson vs. Owen Hart,03/11/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #152 ,
872,Leif Cassidy vs. Shawn Michaels,03/11/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #152 ,
873,Shawn Michaels vs. Steve Austin,03/10/1996,World Wrestling Federation,Singles,WWF Superstars TV Taping ,
874,Henry O. Godwinn & Phineas I. Godwinn vs. Owen Hart & The British Bulldog,03/10/1996,World Wrestling Federation,Tag Team,WWF Superstars #495 ,
875,Shawn Michaels vs. The 1-2-3 Kid,03/04/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #149 ,***3/4
876,Shawn Michaels vs. Shinobi,02/20/1996,World Wrestling Federation,Singles,WWF Superstars #490 ,
877,Goldust vs. Hakushi,02/20/1996,World Wrestling Federation,Singles,WWF Superstars #491 ,
878,Razor Ramon & Savio Vega vs. Tatanka & The 1-2-3 Kid,02/20/1996,World Wrestling Federation,Tag Team,WWF Superstars #492 ,
879,Bob Holly vs. Diesel,02/19/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #148 ,
880,Marty Jannetty vs. The Ringmaster,02/19/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #147 ,
881,Goldust vs. Razor Ramon,02/19/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #147 ,
882,Bret Hart vs. Hunter Hearst Helmsley,02/19/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #149 ,
883,Jake Roberts vs. Tatanka,02/18/1996,World Wrestling Federation,Singles,WWF In Your House 6: Rage In The Cage ,
884,Razor Ramon vs. The 1-2-3 Kid,02/18/1996,World Wrestling Federation,Cry Baby,WWF In Your House 6: Rage In The Cage ,
885,Duke Droese vs. Hunter Hearst Helmsley,02/18/1996,World Wrestling Federation,Singles,WWF In Your House 6: Rage In The Cage ,
886,The British Bulldog vs. Yokozuna,02/18/1996,World Wrestling Federation,Singles,WWF In Your House 6: Rage In The Cage ,
887,Bret Hart vs. Diesel,02/18/1996,World Wrestling Federation,Steel Cage,WWF In Your House 6: Rage In The Cage ,
888,Owen Hart vs. Shawn Michaels,02/18/1996,World Wrestling Federation,Singles,WWF In Your House 6: Rage In The Cage ,****
889,Shawn Michaels vs. Tatanka,01/23/1996,World Wrestling Federation,Singles,WWF Superstars #486 ,
890,Fatu vs. The Ringmaster,01/23/1996,World Wrestling Federation,Singles,WWF Superstars #488 ,
891,Jeff Jarrett vs. Razor Ramon,01/23/1996,World Wrestling Federation,Singles,WWF Superstars #487 ,
892,Ahmed Johnson vs. The 1-2-3 Kid,01/23/1996,World Wrestling Federation,Singles,WWF Superstars #489 ,
893,Bart Gunn vs. Zip,01/22/1996,World Wrestling Federation,Singles,WWF Action Zone ,
894,Hunter Hearst Helmsley vs. Razor Ramon,01/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #144 ,
895,Hakushi vs. The 1-2-3 Kid,01/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #146 ,
896,Bret Hart vs. Goldust,01/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #144 ,
897,Diesel vs. The British Bulldog,01/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #145 ,
898,Shawn Michaels vs. Yokozuna,01/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #145 ,
899,Diesel & Shawn Michaels vs. The British Bulldog & Yokozuna,01/22/1996,World Wrestling Federation,Tag Team,WWF Monday Night RAW #146 ,
900,Bret Hart vs. The Undertaker,01/22/1996,World Wrestling Federation,Singles,WWF Monday Night RAW #146 ,
901,Duke Droese vs. Hunter Hearst Helmsley,01/21/1996,World Wrestling Federation,Singles,WWF Royal Rumble 1996 ,
902,Ahmed Johnson vs. Jeff Jarrett,01/21/1996,World Wrestling Federation,Singles,WWF Royal Rumble 1996 ,
903,Bart Gunn & Billy Gunn vs. Skip & Zip,01/21/1996,World Wrestling Federation,Tag Team,WWF Royal Rumble 1996 ,
904,Goldust vs. Razor Ramon,01/21/1996,World Wrestling Federation,Singles,WWF Royal Rumble 1996 ,
905,Aldo Montoya vs. Barry Horowitz vs. Bob Backlund vs. Bob Holly vs. Diesel vs. Dory Funk Jr. vs. Doug Gilbert vs. Duke Droese vs. Fatu vs. Hakushi vs. Henry O. Godwinn vs. Hunter Hearst Helmsley vs. Isaac Yankem DDS vs. Jake Roberts vs. Jerry Lawler vs. Kama vs. King Mabel vs. Marty Jannetty vs. Owen Hart vs. Savio Vega vs. Shawn Michaels vs. Squat Team 1 vs. Squat Team 2 vs. Takao Omori vs. Tatanka vs. The 1-2-3 Kid vs. The British Bulldog vs. The Ringmaster vs. Vader vs. Yokozuna,01/21/1996,World Wrestling Federation,Royal Rumble,WWF Royal Rumble 1996 ,
906,Bret Hart vs. The Undertaker,01/21/1996,World Wrestling Federation,Singles,WWF Royal Rumble 1996 ,
907,Bart Gunn & Billy Gunn vs. Rad Radford & Skip,12/19/1995,World Wrestling Federation,Tag Team,WWF Superstars #482 ,
